name,distance,mass,radius
91 Aquarii b,144,3.2 jupiters,2013
V0391 Pegasi b,4567,3.2 jupiters,2007
HD 66428 b,174,3.204 jupiters,2005
HIP 65 A b,202,3.213 jupiters,2020
HATS-36 b,2866,3.216 jupiters,2018
K2-173 b,751,3.22 earths,2018
K2-37 b,590,3.22 earths,2016
Kepler-1048 b,1354,3.22 earths,2016
Kepler-1322 b,3970,3.22 earths,2016
Kepler-140 b,1937,3.22 earths,2014
Kepler-1448 b,2564,3.22 earths,2016
Kepler-149 c,1894,3.22 earths,2014
Kepler-1555 b,4508,3.22 earths,2016
Kepler-1584 b,4322,3.22 earths,2016
Kepler-1610 b,3468,3.22 earths,2016
Kepler-1620 b,2522,3.22 earths,2016
Kepler-296 b,737,3.22 earths,2014
HR 5183 b,103,3.23 jupiters,2019
Kepler-43 b,3379,3.23 jupiters,2011
Kepler-167 b,1076,3.24 earths,2014
Epsilon Indi A b,12,3.25 jupiters,2019
EPIC 206042996 b,1492,3.26 earths,2019
K2-58 c,596,3.26 earths,2016
Kepler-1207 b,3086,3.26 earths,2016
Kepler-1400 b,2867,3.26 earths,2016
Kepler-1599 b,3275,3.26 earths,2016
Kepler-213 b,2110,3.26 earths,2014
Kepler-215 b,1608,3.26 earths,2014
Kepler-744 b,1585,3.26 earths,2016
Kepler-750 c,3852,3.26 earths,2016
Kepler-992 b,874,3.26 earths,2016
OGLE-2017-BLG-0173L b,15348,3.269 earths,2018
HATS-16 b,2525,3.27 jupiters,2016
GJ 3293 e,66,3.28 earths,2017
KMT-2016-BLG-1107L b,21696,3.283 jupiters,2019
K2-254 b,748,3.29 earths,2018
Kepler-1079 b,1569,3.29 earths,2016
Kepler-1269 b,2316,3.29 earths,2016
Kepler-202 b,938,3.29 earths,2014
Kepler-208 b,2587,3.29 earths,2014
Kepler-253 b,2802,3.29 earths,2014
Kepler-319 b,1666,3.29 earths,2014
Kepler-452 b,1829,3.29 earths,2015
Kepler-633 b,2068,3.29 earths,2016
Kepler-658 b,1112,3.29 earths,2016
Kepler-866 b,2251,3.29 earths,2016
MOA-2007-BLG-192L b,3262,3.3 earths,2008
HD 13167 b,488,3.31 jupiters,2018
K2-148 d,395,3.33 earths,2018
K2-149 b,385,3.33 earths,2018
Kepler-1073 c,2730,3.33 earths,2016
Kepler-1136 b,1778,3.33 earths,2016
Kepler-1206 b,2632,3.33 earths,2016
Kepler-1281 b,3556,3.33 earths,2016
Kepler-130 d,1042,3.33 earths,2014
Kepler-1428 b,2616,3.33 earths,2016
Kepler-1530 b,1801,3.33 earths,2016
Kepler-179 b,2011,3.33 earths,2014
Kepler-205 c,523,3.33 earths,2014
Kepler-247 b,2206,3.33 earths,2014
Kepler-262 c,2036,3.33 earths,2014
Kepler-331 d,1923,3.33 earths,2014
Kepler-365 c,3099,3.33 earths,2014
Kepler-441 b,926,3.33 earths,2015
Kepler-46 d,2592,3.33 earths,2014
Kepler-508 b,1060,3.33 earths,2016
Kepler-764 b,3304,3.33 earths,2016
Kepler-9 d,2003,3.33 earths,2010
HAT-P-34 b,819,3.33 jupiters,2011
DMPP-1 d,202,3.35 earths,2019
Kepler-1106 b,3810,3.36 earths,2016
Kepler-1330 b,3063,3.36 earths,2016
Kepler-1368 b,5709,3.36 earths,2016
Kepler-1530 c,1801,3.36 earths,2016
Kepler-360 b,2931,3.36 earths,2014
Kepler-400 b,2313,3.36 earths,2014
Kepler-611 b,2955,3.36 earths,2016
GJ 3021 b,57,3.37 jupiters,2000
Kepler-1687 b,1377,3.38 earths,2020
KELT-20 b,456,3.382 jupiters,2017
K2-294 b,1230,3.39 earths,2019
K2-318 b,484,3.39 earths,2020
Kepler-1291 b,3203,3.39 earths,2016
Kepler-1342 b,3070,3.39 earths,2016
Kepler-1418 b,1628,3.39 earths,2016
Kepler-1464 b,2257,3.39 earths,2016
Kepler-1497 b,3660,3.39 earths,2016
Kepler-379 b,2437,3.39 earths,2014
Kepler-394 c,3561,3.39 earths,2014
Kepler-520 b,1605,3.39 earths,2016
GJ 357 c,31,3.4 earths,2019
HAT-P-17 c,302,3.4 jupiters,2010
HATS-61 b,2264,3.4 jupiters,2018
HD 18742 b,533,3.4 jupiters,2011
OGLE-2015-BLG-0954L b,1957,3.4 jupiters,2016
K2-227 b,614,3.41 earths,2018
K2-227 b,614,3.41 earths,2018
Wolf 1061 c,14,3.41 earths,2015
K2-172 b,820,3.42 earths,2018
TYC 3318-01333-1 b,1623,3.42 jupiters,2018
Kepler-1123 b,2597,3.43 earths,2016
Kepler-1143 b,2062,3.43 earths,2016
Kepler-1252 b,2701,3.43 earths,2016
Kepler-1476 b,3973,3.43 earths,2016
Kepler-1480 b,1761,3.43 earths,2016
Kepler-24 d,3901,3.43 earths,2014
Kepler-288 b,4033,3.43 earths,2014
Kepler-300 b,3700,3.43 earths,2014
Kepler-322 c,1322,3.43 earths,2014
HAT-P-14 b,731,3.44 jupiters,2010
WASP-38 b,446,3.44 jupiters,2010
HD 95089 c,448,3.45 jupiters,2018
K2-208 b,844,3.46 earths,2018
K2-221 b,1049,3.46 earths,2018
Kepler-1391 b,2352,3.46 earths,2016
Kepler-1401 b,4051,3.46 earths,2016
Kepler-1449 b,4309,3.46 earths,2016
Kepler-1511 b,2926,3.46 earths,2016
Kepler-1569 b,3425,3.46 earths,2016
Kepler-188 b,3249,3.46 earths,2014
Kepler-778 b,2933,3.46 earths,2016
Kepler-795 b,1494,3.46 earths,2016
Kepler-844 b,1285,3.46 earths,2016
Kepler-851 b,2835,3.46 earths,2016
HD 204313 b,156,3.46 jupiters,2010
CoRoT-18 b,2838,3.47 jupiters,2011
CoRoT-2 b,652,3.47 jupiters,2008
Kepler-1148 b,2225,3.5 earths,2016
Kepler-1166 b,2114,3.5 earths,2016
Kepler-269 c,7890,3.5 earths,2014
Kepler-372 d,5093,3.5 earths,2014
Kepler-414 b,1365,3.5 earths,2014
Kepler-619 c,3624,3.5 earths,2016
Kepler-674 b,985,3.5 earths,2016
Kepler-758 c,4413,3.5 earths,2016
Kepler-853 b,1990,3.5 earths,2016
Kepler-968 c,1018,3.5 earths,2016
HD 108341 b,161,3.5 jupiters,2014
Kepler-107 b,1714,3.51 earths,2014
Kepler-97 b,1323,3.51 earths,2014
HD 17156 b,255,3.51 jupiters,2007
EPIC 206024342 b,1219,3.53 earths,2019
Kepler-1115 b,3050,3.53 earths,2016
Kepler-1138 b,3591,3.53 earths,2016
Kepler-1210 b,3768,3.53 earths,2016
Kepler-1320 b,2515,3.53 earths,2016
Kepler-311 b,2598,3.53 earths,2014
Kepler-341 c,3521,3.53 earths,2014
Kepler-830 b,3660,3.53 earths,2016
Kepler-848 b,2600,3.53 earths,2016
HD 166724 b,147,3.53 jupiters,2012
HD 143361 b,224,3.532 jupiters,2008
Kepler-98 b,1154,3.55 earths,2014
K2-58 d,596,3.57 earths,2016
Kepler-1002 b,1386,3.57 earths,2016
Kepler-1046 b,1690,3.57 earths,2016
Kepler-1167 b,2645,3.57 earths,2016
Kepler-1336 c,2681,3.57 earths,2016
Kepler-1450 b,1598,3.57 earths,2016
Kepler-221 b,1271,3.57 earths,2014
Kepler-401 b,3240,3.57 earths,2014
Kepler-50 b,822,3.57 earths,2012
Kepler-69 c,2435,3.57 earths,2013
HD 183263 c,177,3.57 jupiters,2008
HAT-P-69 b,1122,3.58 jupiters,2019
Kepler-160 b,3141,3.59 earths,2014
HD 86950 b,689,3.6 jupiters,2016
Kepler-1397 b,2512,3.61 earths,2016
Kepler-317 c,3151,3.61 earths,2014
Kepler-404 c,2714,3.61 earths,2014
Kepler-514 b,1595,3.61 earths,2016
Kepler-560 b,287,3.61 earths,2016
Kepler-927 b,2867,3.61 earths,2016
HD 1605 c,290,3.62 jupiters,2015
K2-133 e,245,3.64 earths,2019
K2-148 c,395,3.64 earths,2018
Kepler-1059 b,2195,3.64 earths,2016
Kepler-1070 b,3392,3.64 earths,2016
Kepler-1126 b,2179,3.64 earths,2016
Kepler-1153 b,3865,3.64 earths,2016
Kepler-1350 c,1142,3.64 earths,2016
Kepler-1468 b,3686,3.64 earths,2016
Kepler-1478 b,4583,3.64 earths,2016
Kepler-1522 b,2251,3.64 earths,2016
Kepler-1608 b,2714,3.64 earths,2016
Kepler-166 d,2003,3.64 earths,2016
Kepler-238 b,6190,3.64 earths,2014
Kepler-307 c,1909,3.64 earths,2013
Kepler-327 d,795,3.64 earths,2014
HD 92788 c,113,3.67 jupiters,2019
K2-252 b,750,3.68 earths,2018
Kepler-1375 b,4038,3.68 earths,2016
Kepler-260 c,2084,3.68 earths,2014
Kepler-33 b,4087,3.68 earths,2011
Kepler-615 b,1076,3.68 earths,2016
Kepler-918 b,4061,3.68 earths,2016
WASP-173 A b,765,3.69 jupiters,2018
HD 21749 c,53,3.7 earths,2019
K2-33 b,456,3.7 jupiters,2016
MASCARA-1 b,616,3.7 jupiters,2017
MOA-bin-1L b,16636,3.7 jupiters,2012
K2-244 b,698,3.71 earths,2018
Kepler-1100 b,3066,3.71 earths,2016
Kepler-1243 b,2861,3.71 earths,2016
Kepler-124 c,1387,3.71 earths,2014
Kepler-1279 b,3317,3.71 earths,2016
Kepler-1516 b,2844,3.71 earths,2016
Kepler-215 e,1608,3.71 earths,2014
Kepler-245 e,2879,3.71 earths,2016
Kepler-301 d,2395,3.71 earths,2014
Kepler-347 c,4402,3.71 earths,2014
Kepler-403 c,2808,3.71 earths,2014
Kepler-430 c,3074,3.71 earths,2015
Kepler-939 b,3357,3.71 earths,2016
KELT-6 c,791,3.71 jupiters,2015
HD 95872 b,236,3.74 jupiters,2015
Kepler-1062 b,1266,3.75 earths,2016
Kepler-1313 b,610,3.75 earths,2016
Kepler-133 b,2170,3.75 earths,2014
Kepler-755 b,1200,3.75 earths,2016
Kepler-888 b,1347,3.75 earths,2016
Kepler-916 b,2508,3.75 earths,2016
HD 35759 b,236,3.76 jupiters,2016
HD 92788 b,113,3.76 jupiters,2000
Kepler-101 c,3110,3.78 earths,2014
Kepler-1189 b,2880,3.78 earths,2016
Kepler-1260 b,3396,3.78 earths,2016
Kepler-1389 b,1700,3.78 earths,2016
Kepler-1465 b,1142,3.78 earths,2016
Kepler-1489 b,2838,3.78 earths,2016
Kepler-206 c,1973,3.78 earths,2014
Kepler-215 c,1608,3.78 earths,2014
Kepler-270 c,3182,3.78 earths,2014
Kepler-286 e,4132,3.78 earths,2014
Kepler-294 b,4605,3.78 earths,2014
Kepler-321 b,1268,3.78 earths,2014
Kepler-822 b,3118,3.78 earths,2016
Kepler-82 d,3027,3.78 earths,2014
Kepler-904 b,3755,3.78 earths,2016
HD 128311 c,54,3.789 jupiters,2005
GJ 667 C c,22,3.8 earths,2011
Kepler-102 d,353,3.8 earths,2014
Kepler-107 d,1714,3.8 earths,2014
OGLE-2005-BLG-071L b,10438,3.8 jupiters,2005
SWEEPS-4 b,27727,3.8 jupiters,2006
Kepler-1003 b,2848,3.82 earths,2016
Kepler-1410 b,1197,3.82 earths,2016
Kepler-1544 b,1138,3.82 earths,2016
Kepler-1645 b,2753,3.82 earths,2016
Kepler-371 c,2716,3.82 earths,2014
Kepler-850 b,5007,3.82 earths,2016
Kepler-881 b,4449,3.82 earths,2016
Kepler-883 b,1791,3.82 earths,2016
Kepler-36 b,1533,3.83 earths,2012
Kepler-60 c,3445,3.85 earths,2012
HD 72659 b,170,3.85 jupiters,2002
Kepler-1585 b,4139,3.86 earths,2016
Kepler-204 c,2285,3.86 earths,2014
Kepler-366 c,6391,3.86 earths,2014
Kepler-376 c,3093,3.86 earths,2014
Kepler-768 b,2593,3.86 earths,2016
Kepler-769 c,4443,3.86 earths,2016
HD 24040 b,152,3.86 jupiters,2006
Kepler-305 e,2902,3.87 earths,2020
HD 55696 b,255,3.87 jupiters,2018
55 Cancri d,41,3.878 jupiters,2002
42 Draconis b,296,3.88 jupiters,2008
K2-155 b,267,3.89 earths,2018
K2-187 c,1088,3.89 earths,2018
K2-240 c,228,3.89 earths,2018
Kepler-1327 b,2244,3.89 earths,2016
Kepler-1353 b,1944,3.89 earths,2016
Kepler-140 c,1937,3.89 earths,2014
Kepler-148 b,2640,3.89 earths,2014
Kepler-296 f,737,3.89 earths,2014
K2-170 c,1296,3.9 earths,2018
K2-36 b,359,3.9 earths,2016
Kepler-114 d,853,3.9 earths,2013
PSR B1257+12 d,1957,3.9 earths,1992
HIP 14810 b,165,3.9 jupiters,2005
Kepler-33 d,4087,3.91 earths,2011
KELT-21 b,1354,3.91 jupiters,2018
Kepler-135 b,2065,3.93 earths,2014
Kepler-356 c,2356,3.93 earths,2014
Tau Ceti e,12,3.93 earths,2017
Tau Ceti f,12,3.93 earths,2017
HD 76920 b,603,3.93 jupiters,2017
Kepler-48 b,1009,3.94 earths,2012
HD 183263 b,177,3.95 jupiters,2004
OGLE-2018-BLG-0677L b,24726,3.96 earths,2020
Kepler-1225 b,4048,3.97 earths,2016
Kepler-1262 b,3761,3.97 earths,2016
Kepler-1292 b,4586,3.97 earths,2016
Kepler-1413 b,3790,3.97 earths,2016
Kepler-283 c,1547,3.97 earths,2014
Kepler-331 b,1923,3.97 earths,2014
Kepler-771 b,3262,3.97 earths,2016
Kepler-772 b,2248,3.97 earths,2016
HD 195019 b,123,3.98 jupiters,1998
K2-105 b,650,30 earths,2017
Kepler-700 b,3461,30 earths,2016
MOA-2011-BLG-028L b,24074,30 earths,2016
TOI-216.02,583,30 earths,2019
HR 2562 b,111,30 jupiters,2016
Kepler-497 b,3490,30.4 earths,2016
Kepler-1625 b,3957,30.6 earths,2016
Kepler-338 b,1832,30.6 earths,2014
HD 34445 d,151,30.7 earths,2017
Kepler-820 b,3226,30.8 earths,2016
GJ 9066 b,15,30.9 earths,2020
K2-27 b,820,30.9 earths,2016
K2-161 b,3070,31.1 earths,2018
K2-161 b,3070,31.1 earths,2018
Kepler-450 b,1507,31.3 earths,2015
Kepler-696 b,4192,31.3 earths,2016
HATS-37 A b,689,31.46517 earths,2020
HD 85390 b,109,31.46517 earths,2009
Kepler-397 c,3161,31.6 earths,2014
HD 49674 b,141,31.783 earths,2002
WASP-166 b,369,32.10083 earths,2019
K2-98 b,1717,32.2 earths,2016
GJ 433 c,30,32.422 earths,2014
Kepler-1004 b,3523,32.5 earths,2016
TOI-1338 b,1317,33 earths,2020
Kepler-511 b,1461,33.1 earths,2016
Kepler-891 b,4475,33.6 earths,2016
KIC 5437945 b,4314,33.6 earths,2015
V1298 Tauri d,354,33.6 earths,2019
MOA-2015-BLG-337L b,23160,33.7 earths,2018
HD 148284 b,397,33.7 jupiters,2018
Kepler-1628 b,1148,33.8 earths,2016
Kepler-203 d,2341,33.9 earths,2014
KMT-2017-BLG-0165L b,14777,34 earths,2018
HD 206255 b,246,34.2 earths,2019
Kepler-603 c,3154,34.5 earths,2016
Kepler-673 b,3190,34.8 earths,2016
HD 89345 b,433,34.9613 earths,2018
Kepler-62 f,1200,35 earths,2013
KOI-94 e,1578,35 earths,2013
OGLE-2012-BLG-0950L b,9786,35 earths,2016
Kepler-231 b,1042,35.4 earths,2014
KIC 5951458 b,2475,35.4 earths,2015
Kepler-183 c,3531,35.7 earths,2014
Kepler-767 b,3865,35.7 earths,2016
GJ 15 A c,12,36 earths,2018
Kepler-122 f,3453,36 earths,2014
Kepler-22 b,620,36 earths,2011
Kepler-62 e,1200,36 earths,2013
Kepler-103 c,1637,36.1 earths,2014
K2-45 b,1639,36.4 earths,2016
TOI-813 b,865,36.4 earths,2020
Kepler-145 b,1879,37.1 earths,2013
WASP-139 b,750,37.18611 earths,2016
Kepler-857 b,3389,37.2 earths,2016
Kepler-279 d,3488,37.5 earths,2013
HD 34445 f,151,37.9 earths,2017
Kepler-267 b,871,37.9 earths,2014
Kepler-799 b,3357,37.9 earths,2016
KIC 3558849 b,4106,38.1 earths,2015
HATS-7 b,838,38.1396 earths,2015
WASP-107 b,212,38.1396 earths,2017
Kepler-522 b,2443,38.2 earths,2016
Kepler-561 b,2176,38.7 earths,2016
TOI-849 b,734,39.09 earths,2020
Kepler-546 b,2923,39.1 earths,2016
Kepler-328 c,7680,39.4 earths,2013
Kepler-1519 b,2799,39.6 earths,2016
HATS-72 b,416,39.85588 earths,2020
HD 164922 d,72,4 earths,2020
HD 40307 b,42,4 earths,2009
Kepler-289 d,2283,4 earths,2014
Kepler-51 c,2615,4 earths,2012
Kepler-62 c,1200,4 earths,2013
2MASS J12073346-3932539 b,210,4 jupiters,2004
GJ 504 b,57,4 jupiters,2013
HAT-P-44 c,1184,4 jupiters,2014
K2-316 c,368,4.01 earths,2020
Kepler-1089 b,740,4.01 earths,2016
Kepler-110 b,1946,4.01 earths,2014
Kepler-1479 b,2019,4.01 earths,2016
Kepler-638 b,1390,4.01 earths,2016
WTS-1 b,10438,4.01 jupiters,2012
Kepler-1691 b,4291,4.02 earths,2020
GJ 9827 d,97,4.04 earths,2017
K2-21 b,274,4.04 earths,2015
Kepler-1125 b,2968,4.04 earths,2016
Kepler-1251 b,2815,4.04 earths,2016
Kepler-1344 b,2776,4.04 earths,2016
Kepler-1370 b,2864,4.04 earths,2016
Kepler-1651 b,226,4.04 earths,2017
Kepler-225 c,1859,4.04 earths,2014
Kepler-274 c,4520,4.04 earths,2014
Kepler-331 c,1923,4.04 earths,2014
Kepler-354 b,1836,4.04 earths,2014
Kepler-357 b,2291,4.04 earths,2014
Kepler-825 c,2675,4.04 earths,2016
Kepler-887 b,2711,4.04 earths,2016
HD 169830 c,123,4.04 jupiters,2003
KELT-19 A b,988,4.07 jupiters,2017
Kepler-1135 b,2375,4.08 earths,2016
Kepler-1509 b,4166,4.08 earths,2016
Kepler-202 c,938,4.08 earths,2014
Kepler-217 c,3722,4.08 earths,2014
Kepler-341 d,3521,4.08 earths,2014
Kepler-350 b,3209,4.08 earths,2014
Kepler-641 b,2195,4.08 earths,2016
Kepler-948 b,2884,4.08 earths,2016
Kepler-79 e,3430,4.1 earths,2014
Kepler-32 b,1066,4.1 jupiters,2011
MOA-2008-BLG-379L b,10765,4.1 jupiters,2013
OGLE-2016-BLG-0263L b,21203,4.1 jupiters,2017
Omicron Ursae Majoris b,197,4.1 jupiters,2012
Kepler-1463 b,4374,4.12 earths,2016
Kepler-1488 b,2016,4.12 earths,2016
Kepler-191 c,1973,4.12 earths,2014
Kepler-265 b,4333,4.12 earths,2014
Kepler-299 d,3539,4.12 earths,2014
Kepler-440 b,851,4.12 earths,2015
Kepler-529 b,2567,4.12 earths,2016
DMPP-1 e,202,4.13 earths,2019
Kepler-80 e,1165,4.13 earths,2014
Upsilon Andromedae d,44,4.132 jupiters,1999
Kepler-65 d,999,4.14 earths,2012
HD 156668 b,79,4.15 earths,2010
EPIC 201238110 b,522,4.16 earths,2019
K2-199 b,352,4.16 earths,2018
Kepler-1032 b,1980,4.16 earths,2016
Kepler-1280 b,3282,4.16 earths,2016
Kepler-1638 b,2867,4.16 earths,2016
Kepler-299 e,3539,4.16 earths,2014
Kepler-60 d,3445,4.16 earths,2012
Kepler-824 b,4410,4.16 earths,2016
Kepler-1683 b,2442,4.17 earths,2020
GJ 3138 c,93,4.18 earths,2017
OGLE-2016-BLG-0613L AB b,11123,4.18 jupiters,2017
Kepler-1221 b,2965,4.19 earths,2016
Kepler-1305 b,4381,4.19 earths,2016
Kepler-137 c,997,4.19 earths,2014
Kepler-1382 b,2381,4.19 earths,2016
Kepler-1454 b,2593,4.19 earths,2016
Kepler-1644 b,1931,4.19 earths,2016
Kepler-291 c,6147,4.19 earths,2014
Kepler-60 b,3445,4.19 earths,2012
Kepler-710 b,2998,4.19 earths,2016
HAT-P-16 b,767,4.193 jupiters,2010
GJ 887 b,11,4.2 earths,2020
BD+20 274 b,4514,4.2 jupiters,2012
RR Caeli b,69,4.2 jupiters,2012
K2-13 b,1128,4.23 earths,2015
K2-47 b,1153,4.23 earths,2016
Kepler-1534 b,3611,4.23 earths,2016
Kepler-171 d,2888,4.23 earths,2014
Kepler-371 b,2716,4.23 earths,2014
Kepler-399 d,4443,4.23 earths,2014
Kepler-634 b,2469,4.23 earths,2016
K2-155 d,267,4.27 earths,2018
K2-155 d,267,4.27 earths,2018
K2-288 B b,214,4.27 earths,2018
Kepler-1078 b,3963,4.27 earths,2016
Kepler-1177 b,2704,4.27 earths,2016
Kepler-1472 b,4139,4.27 earths,2016
Kepler-158 c,1038,4.27 earths,2014
Kepler-1596 b,3803,4.27 earths,2016
Kepler-196 b,1492,4.27 earths,2014
Kepler-601 b,1399,4.27 earths,2016
Kepler-102 b,353,4.3 earths,2014
Kepler-81 c,1148,4.3 earths,2012
PSR B1257+12 c,1957,4.3 earths,1992
CoRoT-20 b,2819,4.3 jupiters,2011
K2-5 b,666,4.31 earths,2015
Kepler-1121 b,1726,4.31 earths,2016
Kepler-1283 b,4736,4.31 earths,2016
Kepler-1306 b,3686,4.31 earths,2016
Kepler-370 c,3939,4.31 earths,2014
Kepler-524 b,2381,4.31 earths,2016
Kepler-753 b,907,4.31 earths,2016
Kepler-917 b,3350,4.31 earths,2016
Qatar-3 b,2450,4.31 jupiters,2017
Qatar-5 b,1211,4.32 jupiters,2017
K2-322 b,404,4.35 earths,2020
Kepler-1119 b,4201,4.35 earths,2016
Kepler-1250 b,4472,4.35 earths,2016
HD 219134 c,21,4.36 earths,2015
K2-35 b,830,4.38 earths,2016
K2-49 b,1511,4.38 earths,2016
Kepler-1232 b,2414,4.38 earths,2016
Kepler-1238 b,5001,4.38 earths,2016
Kepler-1343 b,4263,4.38 earths,2016
Kepler-298 c,1716,4.38 earths,2014
Kepler-329 c,1452,4.38 earths,2014
Kepler-810 b,5069,4.38 earths,2016
Kepler-878 b,1850,4.38 earths,2016
Kepler-946 b,2995,4.38 earths,2016
HD 80606 b,217,4.38 jupiters,2001
GJ 676 A d,52,4.4 earths,2012
GJ 682 b,16,4.4 earths,2014
HD 111591 b,374,4.4 jupiters,2017
OGLE-2018-BLG-1700L b,24791,4.4 jupiters,2020
XO-6 b,773,4.4 jupiters,2016
HR 858 c,104,4.42 earths,2019
Kepler-1348 b,3370,4.42 earths,2016
Kepler-1384 b,2016,4.42 earths,2016
Kepler-804 b,2114,4.42 earths,2016
GJ 86 b,35,4.42 jupiters,1999
KMT-2018-BLG-1292L b,11287,4.42 jupiters,2020
HD 142022 A b,112,4.44 jupiters,2005
OGLE-2017-BLG-1434L b,2805,4.44962 earths,2018
K2-321 b,254,4.46 earths,2020
Kepler-1093 b,2766,4.46 earths,2016
Kepler-330 c,2389,4.46 earths,2014
Kepler-52 d,1059,4.46 earths,2014
Kepler-653 b,1934,4.46 earths,2016
Kepler-454 c,758,4.46 jupiters,2015
HD 25015 b,122,4.48 jupiters,2019
K2-104 b,620,4.5 earths,2016
K2-86 b,850,4.5 earths,2016
Kepler-1093 c,2766,4.5 earths,2016
Kepler-1127 b,3249,4.5 earths,2016
Kepler-118 b,1904,4.5 earths,2014
Kepler-1392 b,3644,4.5 earths,2016
Kepler-1460 b,1872,4.5 earths,2016
Kepler-1556 b,3458,4.5 earths,2016
Kepler-174 b,1269,4.5 earths,2014
Kepler-298 b,1716,4.5 earths,2014
Kepler-29 c,2779,4.5 earths,2011
Kepler-342 c,2608,4.5 earths,2014
Kepler-349 c,3153,4.5 earths,2014
Kepler-523 b,881,4.5 earths,2016
Kepler-737 b,636,4.5 earths,2016
Kepler-792 b,3931,4.5 earths,2016
Kepler-973 b,969,4.5 earths,2016
HD 120084 b,337,4.5 jupiters,2013
HU Aquarii AB c,627,4.5 jupiters,2011
OGLE2-TR-L9 b,5560,4.5 jupiters,2008
HD 111998 b,108,4.51 jupiters,2016
K2-126 b,337,4.54 earths,2017
K2-81 b,829,4.54 earths,2016
Kepler-1133 b,2678,4.54 earths,2016
Kepler-224 e,2609,4.54 earths,2014
Kepler-347 b,4402,4.54 earths,2014
Kepler-683 b,3184,4.54 earths,2016
Kepler-85 b,2551,4.54 earths,2012
Kepler-962 b,1432,4.54 earths,2016
KMT-2016-BLG-1820L b,20420,4.57 jupiters,2018
EPIC 211822797 b,611,4.58 earths,2016
Kepler-1025 b,2336,4.58 earths,2016
Kepler-1061 b,1908,4.58 earths,2016
Kepler-1336 b,2681,4.58 earths,2016
Kepler-273 c,2378,4.58 earths,2014
Kepler-996 b,3582,4.58 earths,2016
Gamma Librae c,155,4.58 jupiters,2018
GJ 667 C g,22,4.6 earths,2013
Kepler-105 c,1518,4.6 earths,2014
KOI-1599.01,3813,4.6 earths,2019
L 168-9 b,82,4.6 earths,2020
OGLE-2008-BLG-355L b,22182,4.6 jupiters,2014
Kepler-10 b,608,4.60853 earths,2011
K2-154 b,423,4.62 earths,2018
Kepler-1017 b,1807,4.62 earths,2016
Kepler-1144 b,3301,4.62 earths,2016
Kepler-1180 b,4188,4.62 earths,2016
Kepler-1217 b,4446,4.62 earths,2016
Kepler-136 c,1389,4.62 earths,2014
Kepler-142 b,1819,4.62 earths,2014
Kepler-1457 b,2375,4.62 earths,2016
Kepler-181 c,2023,4.62 earths,2014
Kepler-243 c,2309,4.62 earths,2014
Kepler-341 e,3521,4.62 earths,2014
Kepler-526 b,1644,4.62 earths,2016
Kepler-625 b,1638,4.62 earths,2016
Kepler-646 b,1673,4.62 earths,2016
Kepler-872 b,3634,4.62 earths,2016
K2-205 b,1337,4.64 earths,2018
K2-101 b,618,4.66 earths,2016
K2-150 b,359,4.66 earths,2018
K2-153 b,468,4.66 earths,2018
K2-240 b,228,4.66 earths,2018
Kepler-1111 b,3725,4.66 earths,2016
Kepler-134 b,1103,4.66 earths,2014
Kepler-179 c,2011,4.66 earths,2014
Kepler-236 c,950,4.66 earths,2014
Kepler-242 c,1992,4.66 earths,2014
Kepler-261 c,1045,4.66 earths,2014
Kepler-296 c,737,4.66 earths,2014
Kepler-529 c,2567,4.66 earths,2016
Kepler-578 b,1853,4.66 earths,2016
Kepler-579 b,2163,4.66 earths,2016
Kepler-801 b,1367,4.66 earths,2016
Kepler-968 b,1018,4.66 earths,2016
14 Herculis b,59,4.66 jupiters,2002
K2-133 d,245,4.67 earths,2017
HD 40979 b,111,4.67 jupiters,2002
K2-120 b,944,4.7 earths,2017
K2-243 c,878,4.7 earths,2018
K2-80 b,659,4.7 earths,2016
Kepler-1105 b,1204,4.7 earths,2016
Kepler-1404 b,3086,4.7 earths,2016
Kepler-260 b,2084,4.7 earths,2014
Kepler-270 b,3182,4.7 earths,2014
Kepler-280 c,2604,4.7 earths,2014
Kepler-754 b,3888,4.7 earths,2016
Kepler-903 b,2704,4.7 earths,2016
Kepler-31 c,5701,4.7 jupiters,2011
HD 219134 b,21,4.74 earths,2015
K2-16 b,1103,4.74 earths,2015
Kepler-1422 b,6788,4.74 earths,2016
Kepler-1626 b,5604,4.74 earths,2016
Kepler-185 c,1543,4.74 earths,2014
Kepler-343 c,3107,4.74 earths,2014
Kepler-833 b,1373,4.74 earths,2016
Kepler-834 b,2022,4.74 earths,2016
G 9-40 b,91,4.76 earths,2019
HD 20794 e,20,4.77 earths,2017
K2-117 b,333,4.78 earths,2017
K2-84 c,937,4.78 earths,2016
Kepler-1155 b,3220,4.78 earths,2016
Kepler-1268 b,4586,4.78 earths,2016
Kepler-1461 b,2453,4.78 earths,2016
Kepler-195 b,2168,4.78 earths,2014
Kepler-761 b,2828,4.78 earths,2016
Wolf 503 b,145,4.78 earths,2018
HD 20794 d,20,4.8 earths,2011
Kepler-223 e,6395,4.8 earths,2014
Kepler-351 b,3646,4.8 earths,2014
14 Andromedae b,247,4.8 jupiters,2008
MOA-2011-BLG-293L b,25183,4.8 jupiters,2012
OGLE-2018-BLG-0740L b,10438,4.8 jupiters,2019
HD 136352 b,48,4.81 earths,2019
K2-175 b,812,4.81 earths,2018
Kepler-1122 b,3014,4.82 earths,2016
